# title|ingredients|preparation|cooking|serving|photoId|active/onsiteMinutes|mode|extraEquipment
甜椒奶酪小船|pepper:400,feta:100,oliveOil:15,oreganoDry:2|甜椒对半去籽，抹油；菲达奶酪捏碎拌牛至，填入椒壳。|间接加盖烤到椒壳变软、奶酪热透，最后短暂直火烤椒底。|用刀切成小船分食，菲达本身咸无需加盐。|v4-pepper|20/35|roast|耐热浅盘
焦糖洋葱厚环|onion:450,oil:15,butter:20,soy:12|洋葱横切1.5厘米厚环，金属签穿过环心固定，防止散落。|先中火烤两面，再放浅盘加黄油生抽弱火烤到内层柔软甜润。|拔签后逐层拆着吃，深焦色不等于烧黑。|v4-onion|22/40|grill|耐热浅盘,金属烤签
烤罗马生菜酸奶汁|romaine:350,yogurt:100,lemonJuice:20,oliveOil:15,garlic:5,salt:2|生菜保留根部纵切两半，洗净充分沥干；酸奶蒜柠檬盐另拌。|切面薄刷油，中强火短烤至有焦纹，背面保持稍脆；不要长烤成菜泥。|离火浇冷藏酸奶汁，用刀叉切着吃。|v4-romaine|15/22|grill
红椒粉烤玉米笋|babyCorn:350,oil:15,paprika:3,lemonJuice:15,salt:2|玉米笋洗净擦干，粗的纵切两半，拌油盐红椒粉。|烤篮中火翻烤到笋心软熟，表面局部焦黄但不干瘪。|滴柠檬汁，小根整根吃。|miso-corn|18/28|basket
芝麻酱烤南瓜片|pumpkin:450,tahini:30,lemonJuice:20,water:25,oil:15,salt:3|南瓜去籽切1.5厘米厚片；芝麻酱柠檬水另调顺滑。|南瓜抹油盐，中火先上色再移间接区烤透，夹起不硬心。|淋芝麻酸汁，和南瓜天然甜味搭配。|v4-pumpkin|22/40|roast
香草烤小番茄|tomato:400,oliveOil:20,oreganoDry:2,garlic:10,salt:2|小番茄洗净沥干，放耐热浅盘，拌油、蒜片、牛至和盐。|中火把盘加热后转间接区，番茄皮裂开、蒜片熟软即成，不烤干汤汁。|用勺压破拌匀，把热汁作为烤肉佐汁。|basil-toast|18/28|roast|耐热浅盘
香辣土豆螺旋串|potato:400,oil:20,paprika:3,cumin:2,salt:3|土豆用螺旋切具处理或直接切5毫米片串签；先煮到基本熟，沥干。|刷油盐，中火转动烤到薄边焦脆，最后撒红椒粉孜然。|从边缘掰着吃，不依靠大火把生土豆直接烤透。|rosemary-potato|28/40|grill|至少1.5L带盖小锅,金属烤签
奶酪烤红薯对半船|sweetPotato:500,mozzarella:70,butter:20,blackPepper:1|红薯洗净蒸熟后对半切，果肉浅划几刀，抹黄油。|间接区加盖复热，撒芝士继续烤到内里热透、表面融化。|用勺连软薯肉和奶酪舀着吃。|sweetpotato-dessert|20/40|roast|耐热浅盘,至少1.5L带盖小锅
蒜香烤香菇|shiitake:350,garlic:20,soy:15,oil:18,scallion:15|香菇去硬蒂，菌盖浅划十字，蒜切细末与油生抽混合。|菌褶朝上放烤篮，先烤软再加蒜汁；翻面只在酱汁不易流掉时进行，烤透。|撒葱花，菌盖里的熟汁一起吃。|thyme-mushroom|20/30|basket
烤杏鲍菇手撕条|kingMushroom:400,soy:18,vinegar:15,chili:1,sesameOil:8,oil:12|杏鲍菇纵切厚片，薄抹油；生抽醋辣椒香油另混合。|中火两面烤到焦黄，内部彻底熟软，稍放凉后顺纹手撕。|拌酸辣汁，热吃或立即食用，不长时常温放置。|garlic-soy-mushroom|22/35|grill
黄油烤平菇边|oysterMushroom:400,butter:25,garlic:15,blackPepper:2,salt:2|平菇撕成大朵，去硬蒂，洗后充分沥干；蒜切片。|带沿煎盘融黄油，下蒜和平菇铺开煎烤，水分收干、菇边焦香且全熟。|黑椒出锅撒，脆边不要泡在多余水汁里。|thyme-mushroom|22/32|pan
味噌烤茄子厚片|eggplant:450,miso:30,sugar:8,water:25,oil:20,sesame:5|茄子横切2厘米厚片，切面浅划网格，薄刷油；味噌糖水另调。|中火先烤两面，再弱火烤到内里完全绵软；最后刷味噌酱收干。|撒芝麻，用叉子压出软茄肉吃。|garlic-eggplant|25/40|grill
烤甜椒酸豆色拉|pepper:450,capers:20,oliveOil:20,wineVinegar:15,parsleyFresh:10|甜椒对半去籽擦干；酸豆欧芹切碎另装。|甜椒皮面中火烤出大片焦斑，转弱火烤软；离火稍焖后剥掉焦黑皮。|切条拌酸豆欧芹油醋，作为烤肉旁的酸味配菜。|v4-pepper|25/40|grill
孜然烤荷兰豆|snapPea:350,oil:15,cumin:2,garlic:10,salt:2|荷兰豆去两端与筋，洗净沥干；蒜切薄片。|带沿煎盘热油，荷兰豆蒜片翻炒至全熟，局部略焦，最后撒孜然。|成小堆共享，不按凉拌生豆的口感留夹生。|-|18/25|pan
黄油烤小红萝卜|radish:350,butter:25,thymeDry:1,lemonJuice:15,salt:2|小红萝卜去叶，洗净对半切，拌黄油、百里香和盐。|耐热浅盘中火烤切面，再转间接区烤到中心软、辛辣感减轻。|下火拌柠檬汁，试试与生吃不同的甜软口感。|-|20/35|roast|耐热浅盘
